no,parkingPlaceName,maxParking,avilableParking,dateAndTime,temperature
18,신대방역,60,25,2020-10-11 20,18
19,신방화역,199,73,2020-10-11 20,18
20,신천유수지주차장,164,180,2020-10-11 20,18
21,영등포구청역,137,78,2020-10-11 20,18
22,용산주차빌딩,561,414,2020-10-11 20,18
23,잠실역주차장,346,51,2020-10-11 20,18
24,적선노외,28,16,2020-10-11 20,18
25,종묘,1317,942,2020-10-11 20,18
26,천왕역,328,258,2020-10-11 20,18
27,천호역,1432,579,2020-10-11 20,18
28,학여울역,180,119,2020-10-11 20,18
29,한강진역,176,79,2020-10-11 20,18
30,화랑대역주차장,319,282,2020-10-11 20,18
31,훈련원공원,873,692,2020-10-11 20,18
1,DDP동측(양쪽),20,20,2020-10-11 21,17
2,웃우물공영,79,10,2020-10-11 21,17
3,가양라이품,38,30,2020-10-11 21,17
4,개화산역주차장,322,255,2020-10-11 21,17
5,개화역,483,340,2020-10-11 21,17
6,구로디지털단지역,92,41,2020-10-11 21,17
7,구파발역,399,346,2020-10-11 21,17
8,장안2동,80,27,2020-10-11 21,17
9,동대문공영주차장,1092,565,2020-10-11 21,17
10,마포유수지주차장,505,340,2020-10-11 21,17
11,복정역공영주차장,363,263,2020-10-11 21,17
12,사당노외,184,74,2020-10-11 21,17
13,서린노외주차장,38,33,2020-10-11 21,17
14,세종로,1260,1036,2020-10-11 21,17
15,수락산역,157,114,2020-10-11 21,17
16,수서역남,18,11,2020-10-11 21,17
17,수서역북주차장,553,466,2020-10-11 21,17
18,신대방역,60,27,2020-10-11 21,17
19,신방화역,199,78,2020-10-11 21,17
20,신천유수지주차장,164,181,2020-10-11 21,17
21,영등포구청역,137,78,2020-10-11 21,17
22,용산주차빌딩,561,410,2020-10-11 21,17
23,잠실역주차장,346,79,2020-10-11 21,17
24,적선노외,28,15,2020-10-11 21,17
25,종묘,1317,949,2020-10-11 21,17
26,천왕역,328,259,2020-10-11 21,17
27,천호역,1432,627,2020-10-11 21,17
28,학여울역,180,126,2020-10-11 21,17
29,한강진역,176,91,2020-10-11 21,17
30,화랑대역주차장,319,284,2020-10-11 21,17
31,훈련원공원,873,679,2020-10-11 21,17
1,DDP동측(양쪽),20,20,2020-10-11 22,16
2,웃우물공영,79,10,2020-10-11 22,16
3,가양라이품,38,31,2020-10-11 22,16
4,개화산역주차장,322,255,2020-10-11 22,16
5,개화역,483,347,2020-10-11 22,16
6,구로디지털단지역,92,54,2020-10-11 22,16
7,구파발역,399,355,2020-10-11 22,16
8,장안2동,80,27,2020-10-11 22,16
9,동대문공영주차장,1092,424,2020-10-11 22,16
10,마포유수지주차장,505,337,2020-10-11 22,16
11,복정역공영주차장,363,265,2020-10-11 22,16
12,사당노외,184,96,2020-10-11 22,16
13,서린노외주차장,38,33,2020-10-11 22,16
14,세종로,1260,1090,2020-10-11 22,16
15,수락산역,157,117,2020-10-11 22,16
16,수서역남,18,11,2020-10-11 22,16
17,수서역북주차장,553,466,2020-10-11 22,16
18,신대방역,60,25,2020-10-11 22,16
19,신방화역,199,77,2020-10-11 22,16
20,신천유수지주차장,164,185,2020-10-11 22,16
21,영등포구청역,137,80,2020-10-11 22,16
22,용산주차빌딩,561,409,2020-10-11 22,16
23,잠실역주차장,346,108,2020-10-11 22,16
24,적선노외,28,20,2020-10-11 22,16
25,종묘,1317,957,2020-10-11 22,16
26,천왕역,328,262,2020-10-11 22,16
27,천호역,1432,680,2020-10-11 22,16
28,학여울역,180,128,2020-10-11 22,16
29,한강진역,176,121,2020-10-11 22,16
30,화랑대역주차장,319,284,2020-10-11 22,16
31,훈련원공원,873,670,2020-10-11 22,16
1,DDP동측(양쪽),20,20,2020-10-11 23,16
2,웃우물공영,79,10,2020-10-11 23,16
3,가양라이품,38,31,2020-10-11 23,16
4,개화산역주차장,322,264,2020-10-11 23,16
5,개화역,483,356,2020-10-11 23,16
6,구로디지털단지역,92,62,2020-10-11 23,16
7,구파발역,399,357,2020-10-11 23,16
8,장안2동,80,27,2020-10-11 23,16
9,동대문공영주차장,1092,344,2020-10-11 23,16
10,마포유수지주차장,505,342,2020-10-11 23,16
11,복정역공영주차장,363,268,2020-10-11 23,16
12,사당노외,184,103,2020-10-11 23,16
13,서린노외주차장,38,33,2020-10-11 23,16
14,세종로,1260,1102,2020-10-11 23,16
15,수락산역,157,117,2020-10-11 23,16
16,수서역남,18,11,2020-10-11 23,16
17,수서역북주차장,553,455,2020-10-11 23,16
18,신대방역,60,27,2020-10-11 23,16
19,신방화역,199,81,2020-10-11 23,16
20,신천유수지주차장,164,187,2020-10-11 23,16
21,영등포구청역,137,77,2020-10-11 23,16
22,용산주차빌딩,561,408,2020-10-11 23,16
23,잠실역주차장,346,115,2020-10-11 23,16
24,적선노외,28,20,2020-10-11 23,16
25,종묘,1317,957,2020-10-11 23,16
26,천왕역,328,262,2020-10-11 23,16
27,천호역,1432,716,2020-10-11 23,16
28,학여울역,180,126,2020-10-11 23,16
29,한강진역,176,130,2020-10-11 23,16
30,화랑대역주차장,319,286,2020-10-11 23,16
31,훈련원공원,873,669,2020-10-11 23,16
1,DDP동측(양쪽),20,20,2020-10-12 00,16
2,웃우물공영,79,10,2020-10-12 00,16
3,가양라이품,38,31,2020-10-12 00,16
4,개화산역주차장,322,263,2020-10-12 00,16
5,개화역,483,362,2020-10-12 00,16
6,구로디지털단지역,92,60,2020-10-12 00,16
7,구파발역,399,358,2020-10-12 00,16
8,장안2동,80,27,2020-10-12 00,16
9,동대문공영주차장,1092,328,2020-10-12 00,16
10,마포유수지주차장,505,342,2020-10-12 00,16
11,복정역공영주차장,363,267,2020-10-12 00,16
12,사당노외,184,97,2020-10-12 00,16
13,서린노외주차장,38,33,2020-10-12 00,16
14,세종로,1260,1102,2020-10-12 00,16
15,수락산역,157,118,2020-10-12 00,16
16,수서역남,18,11,2020-10-12 00,16
17,수서역북주차장,553,449,2020-10-12 00,16
18,신대방역,60,29,2020-10-12 00,16
19,신방화역,199,80,2020-10-12 00,16
20,신천유수지주차장,164,188,2020-10-12 00,16
21,영등포구청역,137,75,2020-10-12 00,16
22,용산주차빌딩,561,403,2020-10-12 00,16
23,잠실역주차장,346,115,2020-10-12 00,16
24,적선노외,28,17,2020-10-12 00,16
25,종묘,1317,959,2020-10-12 00,16
26,천왕역,328,262,2020-10-12 00,16
27,천호역,1432,727,2020-10-12 00,16
28,학여울역,180,126,2020-10-12 00,16
29,한강진역,176,131,2020-10-12 00,16
30,화랑대역주차장,319,284,2020-10-12 00,16
31,훈련원공원,873,671,2020-10-12 00,16
1,DDP동측(양쪽),20,20,2020-10-12 01,16
2,웃우물공영,79,10,2020-10-12 01,16
3,가양라이품,38,31,2020-10-12 01,16
4,개화산역주차장,322,262,2020-10-12 01,16
5,개화역,483,364,2020-10-12 01,16
6,구로디지털단지역,92,62,2020-10-12 01,16
7,구파발역,399,361,2020-10-12 01,16
8,장안2동,80,27,2020-10-12 01,16
9,동대문공영주차장,1092,354,2020-10-12 01,16
10,마포유수지주차장,505,341,2020-10-12 01,16
11,복정역공영주차장,363,264,2020-10-12 01,16
12,사당노외,184,97,2020-10-12 01,16
13,서린노외주차장,38,33,2020-10-12 01,16
14,세종로,1260,1102,2020-10-12 01,16
15,수락산역,157,121,2020-10-12 01,16
16,수서역남,18,11,2020-10-12 01,16
17,수서역북주차장,553,448,2020-10-12 01,16
18,신대방역,60,28,2020-10-12 01,16
19,신방화역,199,81,2020-10-12 01,16
20,신천유수지주차장,164,188,2020-10-12 01,16
21,영등포구청역,137,75,2020-10-12 01,16
22,용산주차빌딩,561,402,2020-10-12 01,16
23,잠실역주차장,346,118,2020-10-12 01,16
24,적선노외,28,17,2020-10-12 01,16
25,종묘,1317,960,2020-10-12 01,16
26,천왕역,328,260,2020-10-12 01,16
27,천호역,1432,738,2020-10-12 01,16
28,학여울역,180,126,2020-10-12 01,16
29,한강진역,176,132,2020-10-12 01,16
30,화랑대역주차장,319,285,2020-10-12 01,16
31,훈련원공원,873,675,2020-10-12 01,16
1,DDP동측(양쪽),20,20,2020-10-12 02,15
2,웃우물공영,79,10,2020-10-12 02,15
3,가양라이품,38,31,2020-10-12 02,15
4,개화산역주차장,322,263,2020-10-12 02,15
5,개화역,483,363,2020-10-12 02,15
6,구로디지털단지역,92,64,2020-10-12 02,15
7,구파발역,399,362,2020-10-12 02,15
8,장안2동,80,27,2020-10-12 02,15
9,동대문공영주차장,1092,411,2020-10-12 02,15
10,마포유수지주차장,505,340,2020-10-12 02,15
11,복정역공영주차장,363,265,2020-10-12 02,15
12,사당노외,184,98,2020-10-12 02,15
13,서린노외주차장,38,33,2020-10-12 02,15
14,세종로,1260,1105,2020-10-12 02,15
15,수락산역,157,122,2020-10-12 02,15
16,수서역남,18,11,2020-10-12 02,15
17,수서역북주차장,553,447,2020-10-12 02,15
18,신대방역,60,28,2020-10-12 02,15
19,신방화역,199,82,2020-10-12 02,15
20,신천유수지주차장,164,188,2020-10-12 02,15
21,영등포구청역,137,75,2020-10-12 02,15
22,용산주차빌딩,561,400,2020-10-12 02,15
23,잠실역주차장,346,118,2020-10-12 02,15
24,적선노외,28,17,2020-10-12 02,15
25,종묘,1317,961,2020-10-12 02,15
26,천왕역,328,260,2020-10-12 02,15
27,천호역,1432,743,2020-10-12 02,15
28,학여울역,180,126,2020-10-12 02,15
29,한강진역,176,130,2020-10-12 02,15
30,화랑대역주차장,319,285,2020-10-12 02,15
31,훈련원공원,873,675,2020-10-12 02,15
1,DDP동측(양쪽),20,20,2020-10-12 03,15
2,웃우물공영,79,10,2020-10-12 03,15
3,가양라이품,38,31,2020-10-12 03,15
4,개화산역주차장,322,260,2020-10-12 03,15
5,개화역,483,363,2020-10-12 03,15
6,구로디지털단지역,92,65,2020-10-12 03,15
7,구파발역,399,362,2020-10-12 03,15
8,장안2동,80,27,2020-10-12 03,15
9,동대문공영주차장,1092,514,2020-10-12 03,15
10,마포유수지주차장,505,340,2020-10-12 03,15
11,복정역공영주차장,363,264,2020-10-12 03,15
12,사당노외,184,97,2020-10-12 03,15
13,서린노외주차장,38,33,2020-10-12 03,15
14,세종로,1260,1105,2020-10-12 03,15
15,수락산역,157,123,2020-10-12 03,15
16,수서역남,18,11,2020-10-12 03,15
17,수서역북주차장,553,447,2020-10-12 03,15
18,신대방역,60,29,2020-10-12 03,15
19,신방화역,199,82,2020-10-12 03,15
20,신천유수지주차장,164,187,2020-10-12 03,15
21,영등포구청역,137,75,2020-10-12 03,15
22,용산주차빌딩,561,400,2020-10-12 03,15
23,잠실역주차장,346,118,2020-10-12 03,15
24,적선노외,28,16,2020-10-12 03,15
25,종묘,1317,961,2020-10-12 03,15
26,천왕역,328,259,2020-10-12 03,15
27,천호역,1432,744,2020-10-12 03,15
28,학여울역,180,126,2020-10-12 03,15
29,한강진역,176,129,2020-10-12 03,15
30,화랑대역주차장,319,285,2020-10-12 03,15
31,훈련원공원,873,675,2020-10-12 03,15
1,DDP동측(양쪽),20,20,2020-10-12 04,14
2,웃우물공영,79,10,2020-10-12 04,14
3,가양라이품,38,31,2020-10-12 04,14
4,개화산역주차장,322,258,2020-10-12 04,14
5,개화역,483,363,2020-10-12 04,14
6,구로디지털단지역,92,64,2020-10-12 04,14
7,구파발역,399,362,2020-10-12 04,14
8,장안2동,80,27,2020-10-12 04,14
9,동대문공영주차장,1092,594,2020-10-12 04,14
10,마포유수지주차장,505,342,2020-10-12 04,14
11,복정역공영주차장,363,263,2020-10-12 04,14
12,사당노외,184,99,2020-10-12 04,14
13,서린노외주차장,38,33,2020-10-12 04,14
14,세종로,1260,1104,2020-10-12 04,14
15,수락산역,157,123,2020-10-12 04,14
16,수서역남,18,11,2020-10-12 04,14
17,수서역북주차장,553,446,2020-10-12 04,14
18,신대방역,60,28,2020-10-12 04,14
19,신방화역,199,82,2020-10-12 04,14
20,신천유수지주차장,164,187,2020-10-12 04,14
21,영등포구청역,137,75,2020-10-12 04,14
22,용산주차빌딩,561,400,2020-10-12 04,14
23,잠실역주차장,346,118,2020-10-12 04,14
24,적선노외,28,16,2020-10-12 04,14
25,종묘,1317,960,2020-10-12 04,14
26,천왕역,328,259,2020-10-12 04,14
27,천호역,1432,745,2020-10-12 04,14
28,학여울역,180,126,2020-10-12 04,14
29,한강진역,176,129,2020-10-12 04,14
30,화랑대역주차장,319,284,2020-10-12 04,14
31,훈련원공원,873,674,2020-10-12 04,14
1,DDP동측(양쪽),20,20,2020-10-12 05,14
2,웃우물공영,79,10,2020-10-12 05,14
3,가양라이품,38,31,2020-10-12 05,14
4,개화산역주차장,322,257,2020-10-12 05,14
5,개화역,483,362,2020-10-12 05,14
6,구로디지털단지역,92,63,2020-10-12 05,14
7,구파발역,399,362,2020-10-12 05,14
8,장안2동,80,27,2020-10-12 05,14
9,동대문공영주차장,1092,771,2020-10-12 05,14
10,마포유수지주차장,505,343,2020-10-12 05,14
11,복정역공영주차장,363,263,2020-10-12 05,14
12,사당노외,184,101,2020-10-12 05,14
13,서린노외주차장,38,33,2020-10-12 05,14
14,세종로,1260,1103,2020-10-12 05,14
15,수락산역,157,123,2020-10-12 05,14
16,수서역남,18,11,2020-10-12 05,14
17,수서역북주차장,553,449,2020-10-12 05,14
18,신대방역,60,27,2020-10-12 05,14
19,신방화역,199,82,2020-10-12 05,14
20,신천유수지주차장,164,187,2020-10-12 05,14
21,영등포구청역,137,75,2020-10-12 05,14
22,용산주차빌딩,561,400,2020-10-12 05,14
23,잠실역주차장,346,117,2020-10-12 05,14
24,적선노외,28,17,2020-10-12 05,14
25,종묘,1317,957,2020-10-12 05,14
26,천왕역,328,259,2020-10-12 05,14
27,천호역,1432,751,2020-10-12 05,14
28,학여울역,180,126,2020-10-12 05,14
29,한강진역,176,129,2020-10-12 05,14
30,화랑대역주차장,319,284,2020-10-12 05,14
31,훈련원공원,873,668,2020-10-12 05,14
1,DDP동측(양쪽),20,20,2020-10-12 06,14
2,웃우물공영,79,10,2020-10-12 06,14
3,가양라이품,38,30,2020-10-12 06,14
4,개화산역주차장,322,245,2020-10-12 06,14
5,개화역,483,340,2020-10-12 06,14
6,구로디지털단지역,92,63,2020-10-12 06,14
7,구파발역,399,352,2020-10-12 06,14
8,장안2동,80,27,2020-10-12 06,14
9,동대문공영주차장,1092,884,2020-10-12 06,14
10,마포유수지주차장,505,343,2020-10-12 06,14
11,복정역공영주차장,363,262,2020-10-12 06,14
12,사당노외,184,111,2020-10-12 06,14
13,서린노외주차장,38,33,2020-10-12 06,14
14,세종로,1260,1103,2020-10-12 06,14
15,수락산역,157,120,2020-10-12 06,14
16,수서역남,18,8,2020-10-12 06,14
17,수서역북주차장,553,438,2020-10-12 06,14
18,신대방역,60,27,2020-10-12 06,14
19,신방화역,199,79,2020-10-12 06,14
20,신천유수지주차장,164,185,2020-10-12 06,14
21,영등포구청역,137,75,2020-10-12 06,14
22,용산주차빌딩,561,396,2020-10-12 06,14
23,잠실역주차장,346,118,2020-10-12 06,14
24,적선노외,28,22,2020-10-12 06,14
25,종묘,1317,947,2020-10-12 06,14
26,천왕역,328,251,2020-10-12 06,14
27,천호역,1432,750,2020-10-12 06,14
28,학여울역,180,123,2020-10-12 06,14
29,한강진역,176,125,2020-10-12 06,14
30,화랑대역주차장,319,276,2020-10-12 06,14
31,훈련원공원,873,661,2020-10-12 06,14
1,DDP동측(양쪽),20,20,2020-10-12 07,14
2,웃우물공영,79,10,2020-10-12 07,14
3,가양라이품,38,29,2020-10-12 07,14
4,개화산역주차장,322,202,2020-10-12 07,14
5,개화역,483,271,2020-10-12 07,14
6,구로디지털단지역,92,61,2020-10-12 07,14
7,구파발역,399,315,2020-10-12 07,14
8,장안2동,80,27,2020-10-12 07,14
9,동대문공영주차장,1092,891,2020-10-12 07,14
10,마포유수지주차장,505,336,2020-10-12 07,14
11,복정역공영주차장,363,235,2020-10-12 07,14
12,사당노외,184,103,2020-10-12 07,14
13,서린노외주차장,38,31,2020-10-12 07,14
14,세종로,1260,1077,2020-10-12 07,14
15,수락산역,157,98,2020-10-12 07,14
16,수서역남,18,5,2020-10-12 07,14
17,수서역북주차장,553,376,2020-10-12 07,14
18,신대방역,60,28,2020-10-12 07,14
19,신방화역,199,68,2020-10-12 07,14
20,신천유수지주차장,164,169,2020-10-12 07,14
21,영등포구청역,137,71,2020-10-12 07,14
22,용산주차빌딩,561,390,2020-10-12 07,14
23,잠실역주차장,346,111,2020-10-12 07,14
24,적선노외,28,19,2020-10-12 07,14
25,종묘,1317,902,2020-10-12 07,14
26,천왕역,328,226,2020-10-12 07,14
27,천호역,1432,696,2020-10-12 07,14
28,학여울역,180,110,2020-10-12 07,14
29,한강진역,176,119,2020-10-12 07,14
30,화랑대역주차장,319,244,2020-10-12 07,14
31,훈련원공원,873,622,2020-10-12 07,14
1,DDP동측(양쪽),20,20,2020-10-12 08,14
2,웃우물공영,79,10,2020-10-12 08,14
3,가양라이품,38,28,2020-10-12 08,14
4,개화산역주차장,322,137,2020-10-12 08,14
5,개화역,483,155,2020-10-12 08,14
6,구로디지털단지역,92,54,2020-10-12 08,14
7,구파발역,399,227,2020-10-12 08,14
8,장안2동,80,27,2020-10-12 08,14
9,동대문공영주차장,1092,879,2020-10-12 08,14
10,마포유수지주차장,505,321,2020-10-12 08,14
11,복정역공영주차장,363,166,2020-10-12 08,14
12,사당노외,184,93,2020-10-12 08,14
13,서린노외주차장,38,28,2020-10-12 08,14
14,세종로,1260,1019,2020-10-12 08,14
15,수락산역,157,60,2020-10-12 08,14
16,수서역남,18,-1,2020-10-12 08,14
17,수서역북주차장,553,249,2020-10-12 08,14
18,신대방역,60,25,2020-10-12 08,14
19,신방화역,199,55,2020-10-12 08,14
20,신천유수지주차장,164,131,2020-10-12 08,14
21,영등포구청역,137,53,2020-10-12 08,14
22,용산주차빌딩,561,372,2020-10-12 08,14
23,잠실역주차장,346,95,2020-10-12 08,14
24,적선노외,28,26,2020-10-12 08,14
25,종묘,1317,829,2020-10-12 08,14
26,천왕역,328,146,2020-10-12 08,14
27,천호역,1432,536,2020-10-12 08,14
28,학여울역,180,84,2020-10-12 08,14
29,한강진역,176,113,2020-10-12 08,14
30,화랑대역주차장,319,88,2020-10-12 08,14
31,훈련원공원,873,554,2020-10-12 08,14
1,DDP동측(양쪽),20,20,2020-10-12 09,15
2,웃우물공영,79,10,2020-10-12 09,15
3,가양라이품,38,11,2020-10-12 09,15
4,개화산역주차장,322,87,2020-10-12 09,15
5,개화역,483,111,2020-10-12 09,15
6,구로디지털단지역,92,49,2020-10-12 09,15
7,구파발역,399,150,2020-10-12 09,15
8,장안2동,80,27,2020-10-12 09,15
9,동대문공영주차장,1092,850,2020-10-12 09,15
10,마포유수지주차장,505,253,2020-10-12 09,15
11,복정역공영주차장,363,87,2020-10-12 09,15
12,사당노외,184,75,2020-10-12 09,15
13,서린노외주차장,38,18,2020-10-12 09,15
14,세종로,1260,876,2020-10-12 09,15
15,수락산역,157,25,2020-10-12 09,15
16,수서역남,18,2,2020-10-12 09,15
17,수서역북주차장,553,137,2020-10-12 09,15
18,신대방역,60,17,2020-10-12 09,15
19,신방화역,199,30,2020-10-12 09,15
20,신천유수지주차장,164,82,2020-10-12 09,15
21,영등포구청역,137,33,2020-10-12 09,15
22,용산주차빌딩,561,277,2020-10-12 09,15
23,잠실역주차장,346,53,2020-10-12 09,15
24,적선노외,28,8,2020-10-12 09,15
25,종묘,1317,702,2020-10-12 09,15
26,천왕역,328,32,2020-10-12 09,15
27,천호역,1432,285,2020-10-12 09,15
28,학여울역,180,67,2020-10-12 09,15
29,한강진역,176,92,2020-10-12 09,15
30,화랑대역주차장,319,3,2020-10-12 09,15
31,훈련원공원,873,414,2020-10-12 09,15
1,DDP동측(양쪽),20,20,2020-10-12 10,17
2,웃우물공영,79,10,2020-10-12 10,17
3,가양라이품,38,-1,2020-10-12 10,17
4,개화산역주차장,322,80,2020-10-12 10,17
5,개화역,483,102,2020-10-12 10,17
6,구로디지털단지역,92,40,2020-10-12 10,17
7,구파발역,399,115,2020-10-12 10,17
8,장안2동,80,27,2020-10-12 10,17
9,동대문공영주차장,1092,805,2020-10-12 10,17
10,마포유수지주차장,505,201,2020-10-12 10,17
11,복정역공영주차장,363,54,2020-10-12 10,17
12,사당노외,184,71,2020-10-12 10,17
13,서린노외주차장,38,12,2020-10-12 10,17
14,세종로,1260,799,2020-10-12 10,17
15,수락산역,157,1,2020-10-12 10,17
16,수서역남,18,0,2020-10-12 10,17
17,수서역북주차장,553,85,2020-10-12 10,17
18,신대방역,60,17,2020-10-12 10,17
19,신방화역,199,31,2020-10-12 10,17
20,신천유수지주차장,164,56,2020-10-12 10,17
21,영등포구청역,137,16,2020-10-12 10,17
22,용산주차빌딩,561,148,2020-10-12 10,17
23,잠실역주차장,346,25,2020-10-12 10,17
24,적선노외,28,6,2020-10-12 10,17
25,종묘,1317,496,2020-10-12 10,17
26,천왕역,328,10,2020-10-12 10,17
27,천호역,1432,138,2020-10-12 10,17
28,학여울역,180,60,2020-10-12 10,17
29,한강진역,176,79,2020-10-12 10,17
30,화랑대역주차장,319,0,2020-10-12 10,17
31,훈련원공원,873,298,2020-10-12 10,17
1,DDP동측(양쪽),20,20,2020-10-12 11,20
2,웃우물공영,79,10,2020-10-12 11,20
3,가양라이품,38,-1,2020-10-12 11,20
4,개화산역주차장,322,64,2020-10-12 11,20
5,개화역,483,88,2020-10-12 11,20
6,구로디지털단지역,92,29,2020-10-12 11,20
7,구파발역,399,78,2020-10-12 11,20
8,장안2동,80,27,2020-10-12 11,20
9,동대문공영주차장,1092,768,2020-10-12 11,20
10,마포유수지주차장,505,191,2020-10-12 11,20
11,복정역공영주차장,363,44,2020-10-12 11,20
12,사당노외,184,60,2020-10-12 11,20
13,서린노외주차장,38,8,2020-10-12 11,20
14,세종로,1260,776,2020-10-12 11,20
15,수락산역,157,0,2020-10-12 11,20
16,수서역남,18,0,2020-10-12 11,20
17,수서역북주차장,553,81,2020-10-12 11,20
18,신대방역,60,15,2020-10-12 11,20
19,신방화역,199,25,2020-10-12 11,20
20,신천유수지주차장,164,40,2020-10-12 11,20
21,영등포구청역,137,10,2020-10-12 11,20
22,용산주차빌딩,561,92,2020-10-12 11,20
23,잠실역주차장,346,11,2020-10-12 11,20
24,적선노외,28,3,2020-10-12 11,20
25,종묘,1317,331,2020-10-12 11,20
26,천왕역,328,0,2020-10-12 11,20
27,천호역,1432,79,2020-10-12 11,20
28,학여울역,180,53,2020-10-12 11,20
29,한강진역,176,75,2020-10-12 11,20
30,화랑대역주차장,319,0,2020-10-12 11,20
31,훈련원공원,873,233,2020-10-12 11,20
1,DDP동측(양쪽),20,20,2020-10-12 12,20
2,웃우물공영,79,10,2020-10-12 12,20
3,가양라이품,38,1,2020-10-12 12,20
4,개화산역주차장,322,71,2020-10-12 12,20
5,개화역,483,85,2020-10-12 12,20
6,구로디지털단지역,92,29,2020-10-12 12,20
7,구파발역,399,73,2020-10-12 12,20
8,장안2동,80,27,2020-10-12 12,20
9,동대문공영주차장,1092,769,2020-10-12 12,20
10,마포유수지주차장,505,147,2020-10-12 12,20
11,복정역공영주차장,363,42,2020-10-12 12,20
12,사당노외,184,51,2020-10-12 12,20
13,서린노외주차장,38,10,2020-10-12 12,20
14,세종로,1260,757,2020-10-12 12,20
15,수락산역,157,0,2020-10-12 12,20
16,수서역남,18,0,2020-10-12 12,20
17,수서역북주차장,553,84,2020-10-12 12,20
18,신대방역,60,18,2020-10-12 12,20
19,신방화역,199,19,2020-10-12 12,20
20,신천유수지주차장,164,38,2020-10-12 12,20
21,영등포구청역,137,9,2020-10-12 12,20
22,용산주차빌딩,561,75,2020-10-12 12,20
23,잠실역주차장,346,1,2020-10-12 12,20
24,적선노외,28,5,2020-10-12 12,20
25,종묘,1317,244,2020-10-12 12,20
26,천왕역,328,1,2020-10-12 12,20
27,천호역,1432,78,2020-10-12 12,20
28,학여울역,180,51,2020-10-12 12,20
29,한강진역,176,60,2020-10-12 12,20
30,화랑대역주차장,319,0,2020-10-12 12,20
31,훈련원공원,873,193,2020-10-12 12,20
1,DDP동측(양쪽),20,20,2020-10-12 13,20
2,웃우물공영,79,10,2020-10-12 13,20
3,가양라이품,38,1,2020-10-12 13,20
4,개화산역주차장,322,77,2020-10-12 13,20
5,개화역,483,86,2020-10-12 13,20
6,구로디지털단지역,92,30,2020-10-12 13,20
7,구파발역,399,80,2020-10-12 13,20
8,장안2동,80,27,2020-10-12 13,20
9,동대문공영주차장,1092,789,2020-10-12 13,20
10,마포유수지주차장,505,167,2020-10-12 13,20
11,복정역공영주차장,363,38,2020-10-12 13,20
12,사당노외,184,43,2020-10-12 13,20
13,서린노외주차장,38,8,2020-10-12 13,20
14,세종로,1260,743,2020-10-12 13,20
15,수락산역,157,0,2020-10-12 13,20
16,수서역남,18,0,2020-10-12 13,20
17,수서역북주차장,553,83,2020-10-12 13,20
18,신대방역,60,13,2020-10-12 13,20
19,신방화역,199,10,2020-10-12 13,20
20,신천유수지주차장,164,39,2020-10-12 13,20
21,영등포구청역,137,11,2020-10-12 13,20
22,용산주차빌딩,561,56,2020-10-12 13,20
23,잠실역주차장,346,-2,2020-10-12 13,20
24,적선노외,28,4,2020-10-12 13,20
25,종묘,1317,169,2020-10-12 13,20
26,천왕역,328,3,2020-10-12 13,20
27,천호역,1432,101,2020-10-12 13,20
28,학여울역,180,55,2020-10-12 13,20
29,한강진역,176,36,2020-10-12 13,20
30,화랑대역주차장,319,0,2020-10-12 13,20
31,훈련원공원,873,159,2020-10-12 13,20
1,DDP동측(양쪽),20,20,2020-10-12 14,21
2,웃우물공영,79,10,2020-10-12 14,21
3,가양라이품,38,1,2020-10-12 14,21
4,개화산역주차장,322,78,2020-10-12 14,21
5,개화역,483,95,2020-10-12 14,21
6,구로디지털단지역,92,27,2020-10-12 14,21
7,구파발역,399,79,2020-10-12 14,21
8,장안2동,80,27,2020-10-12 14,21
9,동대문공영주차장,1092,817,2020-10-12 14,21
10,마포유수지주차장,505,201,2020-10-12 14,21
11,복정역공영주차장,363,38,2020-10-12 14,21
12,사당노외,184,51,2020-10-12 14,21
13,서린노외주차장,38,13,2020-10-12 14,21
14,세종로,1260,740,2020-10-12 14,21
15,수락산역,157,0,2020-10-12 14,21
16,수서역남,18,0,2020-10-12 14,21
17,수서역북주차장,553,80,2020-10-12 14,21
18,신대방역,60,9,2020-10-12 14,21
19,신방화역,199,22,2020-10-12 14,21
20,신천유수지주차장,164,37,2020-10-12 14,21
21,영등포구청역,137,13,2020-10-12 14,21
22,용산주차빌딩,561,67,2020-10-12 14,21
23,잠실역주차장,346,11,2020-10-12 14,21
24,적선노외,28,4,2020-10-12 14,21
25,종묘,1317,150,2020-10-12 14,21
26,천왕역,328,2,2020-10-12 14,21
27,천호역,1432,73,2020-10-12 14,21
28,학여울역,180,52,2020-10-12 14,21
29,한강진역,176,31,2020-10-12 14,21
30,화랑대역주차장,319,1,2020-10-12 14,21
31,훈련원공원,873,161,2020-10-12 14,21
1,DDP동측(양쪽),20,20,2020-10-12 15,21
2,웃우물공영,79,10,2020-10-12 15,21
3,가양라이품,38,3,2020-10-12 15,21
4,개화산역주차장,322,74,2020-10-12 15,21
5,개화역,483,99,2020-10-12 15,21
6,구로디지털단지역,92,20,2020-10-12 15,21
7,구파발역,399,83,2020-10-12 15,21
8,장안2동,80,27,2020-10-12 15,21
9,동대문공영주차장,1092,834,2020-10-12 15,21
10,마포유수지주차장,505,198,2020-10-12 15,21
11,복정역공영주차장,363,40,2020-10-12 15,21
12,사당노외,184,56,2020-10-12 15,21
13,서린노외주차장,38,8,2020-10-12 15,21
14,세종로,1260,745,2020-10-12 15,21
15,수락산역,157,3,2020-10-12 15,21
16,수서역남,18,1,2020-10-12 15,21
