no,parkingPlaceName,maxParking,avilableParking,dateAndTime,temperature
14,세종로,1260,681,2020-11-04 14,9
15,수락산역,157,1,2020-11-04 14,9
16,수서역남,18,2,2020-11-04 14,9
17,수서역북주차장,553,89,2020-11-04 14,9
18,신대방역,60,1,2020-11-04 14,9
19,신방화역,199,29,2020-11-04 14,9
20,신천유수지주차장,164,33,2020-11-04 14,9
21,영등포구청역,137,17,2020-11-04 14,9
22,용산주차빌딩,561,78,2020-11-04 14,9
23,잠실역주차장,346,103,2020-11-04 14,9
24,적선노외,11,-19,2020-11-04 14,9
25,종묘,1317,183,2020-11-04 14,9
26,천왕역,328,12,2020-11-04 14,9
27,천호역,1432,65,2020-11-04 14,9
28,학여울역,180,44,2020-11-04 14,9
29,한강진역,176,27,2020-11-04 14,9
30,화랑대역주차장,319,0,2020-11-04 14,9
31,훈련원공원,873,166,2020-11-04 14,9
1,DDP동측(양쪽),20,20,2020-11-04 15,9
2,웃우물공영,79,24,2020-11-04 15,9
3,가양라이품,38,4,2020-11-04 15,9
4,개화산역주차장,322,44,2020-11-04 15,9
5,개화역,483,72,2020-11-04 15,9
6,구로디지털단지역,92,23,2020-11-04 15,9
7,구파발역,399,68,2020-11-04 15,9
8,장안2동,80,31,2020-11-04 15,9
9,동대문공영주차장,1092,872,2020-11-04 15,9
10,마포유수지주차장,505,231,2020-11-04 15,9
11,복정역공영주차장,363,13,2020-11-04 15,9
12,사당노외,184,62,2020-11-04 15,9
13,서린노외주차장,38,13,2020-11-04 15,9
14,세종로,1260,686,2020-11-04 15,9
15,수락산역,157,3,2020-11-04 15,9
16,수서역남,18,0,2020-11-04 15,9
17,수서역북주차장,553,100,2020-11-04 15,9
18,신대방역,60,0,2020-11-04 15,9
19,신방화역,199,32,2020-11-04 15,9
20,신천유수지주차장,164,35,2020-11-04 15,9
21,영등포구청역,137,14,2020-11-04 15,9
22,용산주차빌딩,561,74,2020-11-04 15,9
23,잠실역주차장,346,95,2020-11-04 15,9
24,적선노외,11,-19,2020-11-04 15,9
25,종묘,1317,216,2020-11-04 15,9
26,천왕역,328,10,2020-11-04 15,9
27,천호역,1432,90,2020-11-04 15,9
28,학여울역,180,44,2020-11-04 15,9
29,한강진역,176,24,2020-11-04 15,9
30,화랑대역주차장,319,0,2020-11-04 15,9
31,훈련원공원,873,174,2020-11-04 15,9
1,DDP동측(양쪽),20,20,2020-11-04 16,9
2,웃우물공영,79,26,2020-11-04 16,9
3,가양라이품,38,4,2020-11-04 16,9
4,개화산역주차장,322,58,2020-11-04 16,9
5,개화역,483,81,2020-11-04 16,9
6,구로디지털단지역,92,28,2020-11-04 16,9
7,구파발역,399,87,2020-11-04 16,9
8,장안2동,80,31,2020-11-04 16,9
9,동대문공영주차장,1092,888,2020-11-04 16,9
10,마포유수지주차장,505,215,2020-11-04 16,9
11,복정역공영주차장,363,28,2020-11-04 16,9
12,사당노외,184,67,2020-11-04 16,9
13,서린노외주차장,38,17,2020-11-04 16,9
14,세종로,1260,701,2020-11-04 16,9
15,수락산역,157,9,2020-11-04 16,9
16,수서역남,18,0,2020-11-04 16,9
17,수서역북주차장,553,99,2020-11-04 16,9
18,신대방역,60,2,2020-11-04 16,9
19,신방화역,199,34,2020-11-04 16,9
20,신천유수지주차장,164,38,2020-11-04 16,9
21,영등포구청역,137,17,2020-11-04 16,9
22,용산주차빌딩,561,76,2020-11-04 16,9
23,잠실역주차장,346,104,2020-11-04 16,9
24,적선노외,11,-17,2020-11-04 16,9
25,종묘,1317,222,2020-11-04 16,9
26,천왕역,328,13,2020-11-04 16,9
27,천호역,1432,91,2020-11-04 16,9
28,학여울역,180,45,2020-11-04 16,9
29,한강진역,176,37,2020-11-04 16,9
30,화랑대역주차장,319,2,2020-11-04 16,9
31,훈련원공원,873,185,2020-11-04 16,9
1,DDP동측(양쪽),20,20,2020-11-04 17,9
2,웃우물공영,79,25,2020-11-04 17,9
3,가양라이품,38,5,2020-11-04 17,9
4,개화산역주차장,322,62,2020-11-04 17,9
5,개화역,483,96,2020-11-04 17,9
6,구로디지털단지역,92,21,2020-11-04 17,9
7,구파발역,399,90,2020-11-04 17,9
8,장안2동,80,30,2020-11-04 17,9
9,동대문공영주차장,1092,925,2020-11-04 17,9
10,마포유수지주차장,505,223,2020-11-04 17,9
11,복정역공영주차장,363,42,2020-11-04 17,9
12,사당노외,184,58,2020-11-04 17,9
13,서린노외주차장,38,17,2020-11-04 17,9
14,세종로,1260,732,2020-11-04 17,9
15,수락산역,157,12,2020-11-04 17,9
16,수서역남,18,5,2020-11-04 17,9
17,수서역북주차장,553,138,2020-11-04 17,9
18,신대방역,60,6,2020-11-04 17,9
19,신방화역,199,29,2020-11-04 17,9
20,신천유수지주차장,164,48,2020-11-04 17,9
21,영등포구청역,137,18,2020-11-04 17,9
22,용산주차빌딩,561,75,2020-11-04 17,9
23,잠실역주차장,346,114,2020-11-04 17,9
24,적선노외,11,-18,2020-11-04 17,9
25,종묘,1317,253,2020-11-04 17,9
26,천왕역,328,32,2020-11-04 17,9
27,천호역,1432,99,2020-11-04 17,9
28,학여울역,180,48,2020-11-04 17,9
29,한강진역,176,46,2020-11-04 17,9
30,화랑대역주차장,319,9,2020-11-04 17,9
31,훈련원공원,873,226,2020-11-04 17,9
1,DDP동측(양쪽),20,20,2020-11-04 18,7
2,웃우물공영,79,23,2020-11-04 18,7
3,가양라이품,38,13,2020-11-04 18,7
4,개화산역주차장,322,76,2020-11-04 18,7
5,개화역,483,119,2020-11-04 18,7
6,구로디지털단지역,92,19,2020-11-04 18,7
7,구파발역,399,112,2020-11-04 18,7
8,장안2동,80,27,2020-11-04 18,7
9,동대문공영주차장,1092,962,2020-11-04 18,7
10,마포유수지주차장,505,204,2020-11-04 18,7
11,복정역공영주차장,363,66,2020-11-04 18,7
12,사당노외,184,44,2020-11-04 18,7
13,서린노외주차장,38,26,2020-11-04 18,7
14,세종로,1260,782,2020-11-04 18,7
15,수락산역,157,20,2020-11-04 18,7
16,수서역남,18,6,2020-11-04 18,7
17,수서역북주차장,553,243,2020-11-04 18,7
18,신대방역,60,7,2020-11-04 18,7
19,신방화역,199,33,2020-11-04 18,7
20,신천유수지주차장,164,77,2020-11-04 18,7
21,영등포구청역,137,27,2020-11-04 18,7
22,용산주차빌딩,561,95,2020-11-04 18,7
23,잠실역주차장,346,145,2020-11-04 18,7
24,적선노외,11,-17,2020-11-04 18,7
25,종묘,1317,380,2020-11-04 18,7
26,천왕역,328,42,2020-11-04 18,7
27,천호역,1432,186,2020-11-04 18,7
28,학여울역,180,67,2020-11-04 18,7
29,한강진역,176,54,2020-11-04 18,7
30,화랑대역주차장,319,36,2020-11-04 18,7
31,훈련원공원,873,318,2020-11-04 18,7
1,DDP동측(양쪽),20,20,2020-11-04 19,6
2,웃우물공영,79,19,2020-11-04 19,6
3,가양라이품,38,24,2020-11-04 19,6
4,개화산역주차장,322,100,2020-11-04 19,6
5,개화역,483,188,2020-11-04 19,6
6,구로디지털단지역,92,7,2020-11-04 19,6
7,구파발역,399,181,2020-11-04 19,6
8,장안2동,80,24,2020-11-04 19,6
9,동대문공영주차장,1092,967,2020-11-04 19,6
10,마포유수지주차장,505,173,2020-11-04 19,6
11,복정역공영주차장,363,126,2020-11-04 19,6
12,사당노외,184,29,2020-11-04 19,6
13,서린노외주차장,38,31,2020-11-04 19,6
14,세종로,1260,862,2020-11-04 19,6
15,수락산역,157,37,2020-11-04 19,6
16,수서역남,18,10,2020-11-04 19,6
17,수서역북주차장,553,355,2020-11-04 19,6
18,신대방역,60,6,2020-11-04 19,6
19,신방화역,199,52,2020-11-04 19,6
20,신천유수지주차장,164,124,2020-11-04 19,6
21,영등포구청역,137,43,2020-11-04 19,6
22,용산주차빌딩,561,231,2020-11-04 19,6
23,잠실역주차장,346,177,2020-11-04 19,6
24,적선노외,11,-5,2020-11-04 19,6
25,종묘,1317,585,2020-11-04 19,6
26,천왕역,328,120,2020-11-04 19,6
27,천호역,1432,309,2020-11-04 19,6
28,학여울역,180,86,2020-11-04 19,6
29,한강진역,176,57,2020-11-04 19,6
30,화랑대역주차장,319,120,2020-11-04 19,6
31,훈련원공원,873,431,2020-11-04 19,6
1,DDP동측(양쪽),20,20,2020-11-04 20,6
2,웃우물공영,79,18,2020-11-04 20,6
3,가양라이품,38,26,2020-11-04 20,6
4,개화산역주차장,322,124,2020-11-04 20,6
5,개화역,483,281,2020-11-04 20,6
6,구로디지털단지역,92,6,2020-11-04 20,6
7,구파발역,399,261,2020-11-04 20,6
8,장안2동,80,24,2020-11-04 20,6
9,동대문공영주차장,1092,727,2020-11-04 20,6
10,마포유수지주차장,505,150,2020-11-04 20,6
11,복정역공영주차장,363,193,2020-11-04 20,6
12,사당노외,184,11,2020-11-04 20,6
13,서린노외주차장,38,32,2020-11-04 20,6
14,세종로,1260,906,2020-11-04 20,6
15,수락산역,157,69,2020-11-04 20,6
16,수서역남,18,10,2020-11-04 20,6
17,수서역북주차장,553,395,2020-11-04 20,6
18,신대방역,60,5,2020-11-04 20,6
19,신방화역,199,66,2020-11-04 20,6
20,신천유수지주차장,164,147,2020-11-04 20,6
21,영등포구청역,137,58,2020-11-04 20,6
22,용산주차빌딩,561,303,2020-11-04 20,6
23,잠실역주차장,346,209,2020-11-04 20,6
24,적선노외,11,-15,2020-11-04 20,6
25,종묘,1317,717,2020-11-04 20,6
26,천왕역,328,183,2020-11-04 20,6
27,천호역,1432,360,2020-11-04 20,6
28,학여울역,180,96,2020-11-04 20,6
29,한강진역,176,66,2020-11-04 20,6
30,화랑대역주차장,319,200,2020-11-04 20,6
31,훈련원공원,873,508,2020-11-04 20,6
1,DDP동측(양쪽),20,20,2020-11-04 21,5
2,웃우물공영,79,16,2020-11-04 21,5
3,가양라이품,38,28,2020-11-04 21,5
4,개화산역주차장,322,136,2020-11-04 21,5
5,개화역,483,309,2020-11-04 21,5
6,구로디지털단지역,92,3,2020-11-04 21,5
7,구파발역,399,290,2020-11-04 21,5
8,장안2동,80,24,2020-11-04 21,5
9,동대문공영주차장,1092,480,2020-11-04 21,5
10,마포유수지주차장,505,202,2020-11-04 21,5
11,복정역공영주차장,363,225,2020-11-04 21,5
12,사당노외,184,15,2020-11-04 21,5
13,서린노외주차장,38,33,2020-11-04 21,5
14,세종로,1260,950,2020-11-04 21,5
15,수락산역,157,88,2020-11-04 21,5
16,수서역남,18,9,2020-11-04 21,5
17,수서역북주차장,553,412,2020-11-04 21,5
18,신대방역,60,14,2020-11-04 21,5
19,신방화역,199,79,2020-11-04 21,5
20,신천유수지주차장,164,166,2020-11-04 21,5
21,영등포구청역,137,64,2020-11-04 21,5
22,용산주차빌딩,561,344,2020-11-04 21,5
23,잠실역주차장,346,226,2020-11-04 21,5
24,적선노외,11,-10,2020-11-04 21,5
25,종묘,1317,789,2020-11-04 21,5
26,천왕역,328,211,2020-11-04 21,5
27,천호역,1432,442,2020-11-04 21,5
28,학여울역,180,107,2020-11-04 21,5
29,한강진역,176,84,2020-11-04 21,5
30,화랑대역주차장,319,231,2020-11-04 21,5
31,훈련원공원,873,538,2020-11-04 21,5
1,DDP동측(양쪽),20,20,2020-11-04 22,5
2,웃우물공영,79,16,2020-11-04 22,5
3,가양라이품,38,28,2020-11-04 22,5
4,개화산역주차장,322,145,2020-11-04 22,5
5,개화역,483,325,2020-11-04 22,5
6,구로디지털단지역,92,6,2020-11-04 22,5
7,구파발역,399,318,2020-11-04 22,5
8,장안2동,80,23,2020-11-04 22,5
9,동대문공영주차장,1092,315,2020-11-04 22,5
10,마포유수지주차장,505,252,2020-11-04 22,5
11,복정역공영주차장,363,254,2020-11-04 22,5
12,사당노외,184,29,2020-11-04 22,5
13,서린노외주차장,38,34,2020-11-04 22,5
14,세종로,1260,1014,2020-11-04 22,5
15,수락산역,157,99,2020-11-04 22,5
16,수서역남,18,12,2020-11-04 22,5
17,수서역북주차장,553,431,2020-11-04 22,5
18,신대방역,60,11,2020-11-04 22,5
19,신방화역,199,83,2020-11-04 22,5
20,신천유수지주차장,164,173,2020-11-04 22,5
21,영등포구청역,137,72,2020-11-04 22,5
22,용산주차빌딩,561,362,2020-11-04 22,5
23,잠실역주차장,346,249,2020-11-04 22,5
24,적선노외,11,-7,2020-11-04 22,5
25,종묘,1317,834,2020-11-04 22,5
26,천왕역,328,221,2020-11-04 22,5
27,천호역,1432,510,2020-11-04 22,5
28,학여울역,180,115,2020-11-04 22,5
29,한강진역,176,105,2020-11-04 22,5
30,화랑대역주차장,319,258,2020-11-04 22,5
31,훈련원공원,873,573,2020-11-04 22,5
1,DDP동측(양쪽),20,20,2020-11-04 23,5
2,웃우물공영,79,15,2020-11-04 23,5
3,가양라이품,38,29,2020-11-04 23,5
4,개화산역주차장,322,155,2020-11-04 23,5
5,개화역,483,348,2020-11-04 23,5
6,구로디지털단지역,92,30,2020-11-04 23,5
7,구파발역,399,342,2020-11-04 23,5
8,장안2동,80,24,2020-11-04 23,5
9,동대문공영주차장,1092,230,2020-11-04 23,5
10,마포유수지주차장,505,297,2020-11-04 23,5
11,복정역공영주차장,363,268,2020-11-04 23,5
12,사당노외,184,61,2020-11-04 23,5
13,서린노외주차장,38,34,2020-11-04 23,5
14,세종로,1260,1043,2020-11-04 23,5
15,수락산역,157,114,2020-11-04 23,5
16,수서역남,18,13,2020-11-04 23,5
17,수서역북주차장,553,446,2020-11-04 23,5
18,신대방역,60,21,2020-11-04 23,5
19,신방화역,199,77,2020-11-04 23,5
20,신천유수지주차장,164,182,2020-11-04 23,5
21,영등포구청역,137,76,2020-11-04 23,5
22,용산주차빌딩,561,376,2020-11-04 23,5
23,잠실역주차장,346,275,2020-11-04 23,5
24,적선노외,11,-3,2020-11-04 23,5
25,종묘,1317,866,2020-11-04 23,5
26,천왕역,328,237,2020-11-04 23,5
27,천호역,1432,576,2020-11-04 23,5
28,학여울역,180,120,2020-11-04 23,5
29,한강진역,176,118,2020-11-04 23,5
30,화랑대역주차장,319,267,2020-11-04 23,5
31,훈련원공원,873,598,2020-11-04 23,5
1,DDP동측(양쪽),20,20,2020-11-05 00,4
2,웃우물공영,79,16,2020-11-05 00,4
3,가양라이품,38,29,2020-11-05 00,4
4,개화산역주차장,322,157,2020-11-05 00,4
5,개화역,483,357,2020-11-05 00,4
6,구로디지털단지역,92,47,2020-11-05 00,4
7,구파발역,399,350,2020-11-05 00,4
8,장안2동,80,23,2020-11-05 00,4
9,동대문공영주차장,1092,202,2020-11-05 00,4
10,마포유수지주차장,505,310,2020-11-05 00,4
11,복정역공영주차장,363,279,2020-11-05 00,4
12,사당노외,184,78,2020-11-05 00,4
13,서린노외주차장,38,35,2020-11-05 00,4
14,세종로,1260,1056,2020-11-05 00,4
15,수락산역,157,120,2020-11-05 00,4
16,수서역남,18,13,2020-11-05 00,4
17,수서역북주차장,553,447,2020-11-05 00,4
18,신대방역,60,29,2020-11-05 00,4
19,신방화역,199,77,2020-11-05 00,4
20,신천유수지주차장,164,185,2020-11-05 00,4
21,영등포구청역,137,77,2020-11-05 00,4
22,용산주차빌딩,561,381,2020-11-05 00,4
23,잠실역주차장,346,292,2020-11-05 00,4
24,적선노외,11,-9,2020-11-05 00,4
25,종묘,1317,876,2020-11-05 00,4
26,천왕역,328,244,2020-11-05 00,4
27,천호역,1432,616,2020-11-05 00,4
28,학여울역,180,122,2020-11-05 00,4
29,한강진역,176,128,2020-11-05 00,4
30,화랑대역주차장,319,272,2020-11-05 00,4
31,훈련원공원,873,613,2020-11-05 00,4
1,DDP동측(양쪽),20,20,2020-11-05 01,4
2,웃우물공영,79,16,2020-11-05 01,4
3,가양라이품,38,28,2020-11-05 01,4
4,개화산역주차장,322,160,2020-11-05 01,4
5,개화역,483,358,2020-11-05 01,4
6,구로디지털단지역,92,56,2020-11-05 01,4
7,구파발역,399,351,2020-11-05 01,4
8,장안2동,80,23,2020-11-05 01,4
9,동대문공영주차장,1092,218,2020-11-05 01,4
10,마포유수지주차장,505,326,2020-11-05 01,4
11,복정역공영주차장,363,281,2020-11-05 01,4
12,사당노외,184,87,2020-11-05 01,4
13,서린노외주차장,38,35,2020-11-05 01,4
14,세종로,1260,1060,2020-11-05 01,4
15,수락산역,157,119,2020-11-05 01,4
16,수서역남,18,13,2020-11-05 01,4
17,수서역북주차장,553,442,2020-11-05 01,4
18,신대방역,60,30,2020-11-05 01,4
19,신방화역,199,80,2020-11-05 01,4
20,신천유수지주차장,164,185,2020-11-05 01,4
21,영등포구청역,137,76,2020-11-05 01,4
22,용산주차빌딩,561,387,2020-11-05 01,4
23,잠실역주차장,346,302,2020-11-05 01,4
24,적선노외,11,-10,2020-11-05 01,4
25,종묘,1317,886,2020-11-05 01,4
26,천왕역,328,247,2020-11-05 01,4
27,천호역,1432,645,2020-11-05 01,4
28,학여울역,180,121,2020-11-05 01,4
29,한강진역,176,128,2020-11-05 01,4
30,화랑대역주차장,319,274,2020-11-05 01,4
31,훈련원공원,873,624,2020-11-05 01,4
1,DDP동측(양쪽),20,20,2020-11-05 02,4
2,웃우물공영,79,16,2020-11-05 02,4
3,가양라이품,38,27,2020-11-05 02,4
4,개화산역주차장,322,160,2020-11-05 02,4
5,개화역,483,359,2020-11-05 02,4
6,구로디지털단지역,92,62,2020-11-05 02,4
7,구파발역,399,352,2020-11-05 02,4
8,장안2동,80,23,2020-11-05 02,4
9,동대문공영주차장,1092,320,2020-11-05 02,4
10,마포유수지주차장,505,331,2020-11-05 02,4
11,복정역공영주차장,363,281,2020-11-05 02,4
12,사당노외,184,92,2020-11-05 02,4
13,서린노외주차장,38,35,2020-11-05 02,4
14,세종로,1260,1064,2020-11-05 02,4
15,수락산역,157,119,2020-11-05 02,4
16,수서역남,18,13,2020-11-05 02,4
17,수서역북주차장,553,444,2020-11-05 02,4
18,신대방역,60,32,2020-11-05 02,4
19,신방화역,199,80,2020-11-05 02,4
20,신천유수지주차장,164,185,2020-11-05 02,4
21,영등포구청역,137,76,2020-11-05 02,4
22,용산주차빌딩,561,390,2020-11-05 02,4
23,잠실역주차장,346,302,2020-11-05 02,4
24,적선노외,11,-10,2020-11-05 02,4
25,종묘,1317,892,2020-11-05 02,4
26,천왕역,328,248,2020-11-05 02,4
27,천호역,1432,661,2020-11-05 02,4
28,학여울역,180,121,2020-11-05 02,4
29,한강진역,176,127,2020-11-05 02,4
30,화랑대역주차장,319,275,2020-11-05 02,4
31,훈련원공원,873,628,2020-11-05 02,4
1,DDP동측(양쪽),20,20,2020-11-05 03,3
2,웃우물공영,79,16,2020-11-05 03,3
3,가양라이품,38,27,2020-11-05 03,3
4,개화산역주차장,322,160,2020-11-05 03,3
5,개화역,483,359,2020-11-05 03,3
6,구로디지털단지역,92,67,2020-11-05 03,3
7,구파발역,399,353,2020-11-05 03,3
8,장안2동,80,23,2020-11-05 03,3
9,동대문공영주차장,1092,431,2020-11-05 03,3
10,마포유수지주차장,505,333,2020-11-05 03,3
11,복정역공영주차장,363,282,2020-11-05 03,3
12,사당노외,184,92,2020-11-05 03,3
13,서린노외주차장,38,35,2020-11-05 03,3
14,세종로,1260,1068,2020-11-05 03,3
15,수락산역,157,121,2020-11-05 03,3
16,수서역남,18,13,2020-11-05 03,3
17,수서역북주차장,553,444,2020-11-05 03,3
18,신대방역,60,30,2020-11-05 03,3
19,신방화역,199,79,2020-11-05 03,3
20,신천유수지주차장,164,184,2020-11-05 03,3
21,영등포구청역,137,76,2020-11-05 03,3
22,용산주차빌딩,561,390,2020-11-05 03,3
23,잠실역주차장,346,302,2020-11-05 03,3
24,적선노외,11,-9,2020-11-05 03,3
25,종묘,1317,893,2020-11-05 03,3
26,천왕역,328,249,2020-11-05 03,3
27,천호역,1432,666,2020-11-05 03,3
28,학여울역,180,121,2020-11-05 03,3
29,한강진역,176,127,2020-11-05 03,3
30,화랑대역주차장,319,276,2020-11-05 03,3
31,훈련원공원,873,630,2020-11-05 03,3
1,DDP동측(양쪽),20,20,2020-11-05 04,4
2,웃우물공영,79,16,2020-11-05 04,4
3,가양라이품,38,27,2020-11-05 04,4
4,개화산역주차장,322,159,2020-11-05 04,4
5,개화역,483,359,2020-11-05 04,4
6,구로디지털단지역,92,69,2020-11-05 04,4
7,구파발역,399,355,2020-11-05 04,4
8,장안2동,80,24,2020-11-05 04,4
9,동대문공영주차장,1092,517,2020-11-05 04,4
10,마포유수지주차장,505,338,2020-11-05 04,4
11,복정역공영주차장,363,282,2020-11-05 04,4
12,사당노외,184,95,2020-11-05 04,4
13,서린노외주차장,38,35,2020-11-05 04,4
14,세종로,1260,1068,2020-11-05 04,4
15,수락산역,157,121,2020-11-05 04,4
16,수서역남,18,13,2020-11-05 04,4
17,수서역북주차장,553,444,2020-11-05 04,4
18,신대방역,60,30,2020-11-05 04,4
19,신방화역,199,78,2020-11-05 04,4
20,신천유수지주차장,164,184,2020-11-05 04,4
21,영등포구청역,137,76,2020-11-05 04,4
22,용산주차빌딩,561,389,2020-11-05 04,4
23,잠실역주차장,346,302,2020-11-05 04,4
24,적선노외,11,-5,2020-11-05 04,4
25,종묘,1317,893,2020-11-05 04,4
26,천왕역,328,248,2020-11-05 04,4
27,천호역,1432,671,2020-11-05 04,4
28,학여울역,180,121,2020-11-05 04,4
29,한강진역,176,125,2020-11-05 04,4
30,화랑대역주차장,319,275,2020-11-05 04,4
31,훈련원공원,873,635,2020-11-05 04,4
1,DDP동측(양쪽),20,20,2020-11-05 05,4
2,웃우물공영,79,16,2020-11-05 05,4
3,가양라이품,38,27,2020-11-05 05,4
4,개화산역주차장,322,158,2020-11-05 05,4
5,개화역,483,358,2020-11-05 05,4
6,구로디지털단지역,92,70,2020-11-05 05,4
7,구파발역,399,354,2020-11-05 05,4
8,장안2동,80,24,2020-11-05 05,4
9,동대문공영주차장,1092,730,2020-11-05 05,4
10,마포유수지주차장,505,340,2020-11-05 05,4
11,복정역공영주차장,363,281,2020-11-05 05,4
12,사당노외,184,100,2020-11-05 05,4
13,서린노외주차장,38,34,2020-11-05 05,4
14,세종로,1260,1068,2020-11-05 05,4
15,수락산역,157,121,2020-11-05 05,4
16,수서역남,18,13,2020-11-05 05,4
17,수서역북주차장,553,447,2020-11-05 05,4
18,신대방역,60,28,2020-11-05 05,4
19,신방화역,199,79,2020-11-05 05,4
20,신천유수지주차장,164,184,2020-11-05 05,4
21,영등포구청역,137,76,2020-11-05 05,4
22,용산주차빌딩,561,390,2020-11-05 05,4
23,잠실역주차장,346,300,2020-11-05 05,4
24,적선노외,11,-4,2020-11-05 05,4
25,종묘,1317,892,2020-11-05 05,4
26,천왕역,328,248,2020-11-05 05,4
27,천호역,1432,676,2020-11-05 05,4
28,학여울역,180,121,2020-11-05 05,4
29,한강진역,176,125,2020-11-05 05,4
30,화랑대역주차장,319,276,2020-11-05 05,4
31,훈련원공원,873,634,2020-11-05 05,4
1,DDP동측(양쪽),20,20,2020-11-05 06,4
2,웃우물공영,79,12,2020-11-05 06,4
3,가양라이품,38,26,2020-11-05 06,4
4,개화산역주차장,322,147,2020-11-05 06,4
5,개화역,483,337,2020-11-05 06,4
6,구로디지털단지역,92,72,2020-11-05 06,4
7,구파발역,399,348,2020-11-05 06,4
8,장안2동,80,24,2020-11-05 06,4
9,동대문공영주차장,1092,859,2020-11-05 06,4
10,마포유수지주차장,505,341,2020-11-05 06,4
11,복정역공영주차장,363,277,2020-11-05 06,4
12,사당노외,184,103,2020-11-05 06,4
13,서린노외주차장,38,34,2020-11-05 06,4
14,세종로,1260,1070,2020-11-05 06,4
15,수락산역,157,114,2020-11-05 06,4
16,수서역남,18,11,2020-11-05 06,4
17,수서역북주차장,553,444,2020-11-05 06,4
18,신대방역,60,28,2020-11-05 06,4
19,신방화역,199,76,2020-11-05 06,4
20,신천유수지주차장,164,177,2020-11-05 06,4
21,영등포구청역,137,76,2020-11-05 06,4
22,용산주차빌딩,561,387,2020-11-05 06,4
23,잠실역주차장,346,297,2020-11-05 06,4
24,적선노외,11,1,2020-11-05 06,4
25,종묘,1317,882,2020-11-05 06,4
26,천왕역,328,242,2020-11-05 06,4
27,천호역,1432,689,2020-11-05 06,4
28,학여울역,180,120,2020-11-05 06,4
29,한강진역,176,125,2020-11-05 06,4
30,화랑대역주차장,319,266,2020-11-05 06,4
31,훈련원공원,873,628,2020-11-05 06,4
1,DDP동측(양쪽),20,20,2020-11-05 07,4
2,웃우물공영,79,15,2020-11-05 07,4
3,가양라이품,38,25,2020-11-05 07,4
4,개화산역주차장,322,121,2020-11-05 07,4
5,개화역,483,259,2020-11-05 07,4
6,구로디지털단지역,92,72,2020-11-05 07,4
7,구파발역,399,303,2020-11-05 07,4
8,장안2동,80,26,2020-11-05 07,4
9,동대문공영주차장,1092,897,2020-11-05 07,4
10,마포유수지주차장,505,328,2020-11-05 07,4
11,복정역공영주차장,363,254,2020-11-05 07,4
12,사당노외,184,93,2020-11-05 07,4
13,서린노외주차장,38,33,2020-11-05 07,4
14,세종로,1260,1043,2020-11-05 07,4
15,수락산역,157,97,2020-11-05 07,4
16,수서역남,18,5,2020-11-05 07,4
17,수서역북주차장,553,380,2020-11-05 07,4
18,신대방역,60,26,2020-11-05 07,4
19,신방화역,199,65,2020-11-05 07,4
20,신천유수지주차장,164,165,2020-11-05 07,4
21,영등포구청역,137,66,2020-11-05 07,4
22,용산주차빌딩,561,370,2020-11-05 07,4
23,잠실역주차장,346,278,2020-11-05 07,4
24,적선노외,11,2,2020-11-05 07,4
25,종묘,1317,845,2020-11-05 07,4
26,천왕역,328,216,2020-11-05 07,4
27,천호역,1432,628,2020-11-05 07,4
28,학여울역,180,105,2020-11-05 07,4
29,한강진역,176,119,2020-11-05 07,4
30,화랑대역주차장,319,226,2020-11-05 07,4
31,훈련원공원,873,589,2020-11-05 07,4
1,DDP동측(양쪽),20,20,2020-11-05 08,3
2,웃우물공영,79,14,2020-11-05 08,3
3,가양라이품,38,24,2020-11-05 08,3
4,개화산역주차장,322,71,2020-11-05 08,3
5,개화역,483,145,2020-11-05 08,3
6,구로디지털단지역,92,66,2020-11-05 08,3
7,구파발역,399,216,2020-11-05 08,3
8,장안2동,80,29,2020-11-05 08,3
9,동대문공영주차장,1092,889,2020-11-05 08,3
10,마포유수지주차장,505,323,2020-11-05 08,3
11,복정역공영주차장,363,171,2020-11-05 08,3
12,사당노외,184,77,2020-11-05 08,3
13,서린노외주차장,38,27,2020-11-05 08,3
14,세종로,1260,979,2020-11-05 08,3
15,수락산역,157,71,2020-11-05 08,3
16,수서역남,18,2,2020-11-05 08,3
17,수서역북주차장,553,260,2020-11-05 08,3
18,신대방역,60,14,2020-11-05 08,3
19,신방화역,199,57,2020-11-05 08,3
20,신천유수지주차장,164,136,2020-11-05 08,3
21,영등포구청역,137,49,2020-11-05 08,3
22,용산주차빌딩,561,355,2020-11-05 08,3
23,잠실역주차장,346,236,2020-11-05 08,3
24,적선노외,11,0,2020-11-05 08,3
25,종묘,1317,784,2020-11-05 08,3
26,천왕역,328,139,2020-11-05 08,3
27,천호역,1432,445,2020-11-05 08,3
28,학여울역,180,86,2020-11-05 08,3
29,한강진역,176,113,2020-11-05 08,3
30,화랑대역주차장,319,87,2020-11-05 08,3
31,훈련원공원,873,531,2020-11-05 08,3
1,DDP동측(양쪽),20,20,2020-11-05 09,4
2,웃우물공영,79,18,2020-11-05 09,4
3,가양라이품,38,9,2020-11-05 09,4
4,개화산역주차장,322,46,2020-11-05 09,4
5,개화역,483,104,2020-11-05 09,4
6,구로디지털단지역,92,61,2020-11-05 09,4
7,구파발역,399,140,2020-11-05 09,4
8,장안2동,80,31,2020-11-05 09,4
9,동대문공영주차장,1092,870,2020-11-05 09,4
10,마포유수지주차장,505,267,2020-11-05 09,4
11,복정역공영주차장,363,95,2020-11-05 09,4
12,사당노외,184,71,2020-11-05 09,4
