no,parkingPlaceName,maxParking,avilableParking,dateAndTime,temperature
17,수서역북주차장,553,94,2020-11-20 14,2
18,신대방역,60,0,2020-11-20 14,2
19,신방화역,199,40,2020-11-20 14,2
20,신천유수지주차장,164,48,2020-11-20 14,2
21,영등포구청역,137,21,2020-11-20 14,2
22,용산주차빌딩,561,121,2020-11-20 14,2
23,잠실역주차장,346,104,2020-11-20 14,2
24,적선노외,11,-19,2020-11-20 14,2
25,종묘,1317,226,2020-11-20 14,2
26,천왕역,328,25,2020-11-20 14,2
27,천호역,1432,209,2020-11-20 14,2
28,학여울역,180,59,2020-11-20 14,2
29,한강진역,176,27,2020-11-20 14,2
30,화랑대역주차장,319,4,2020-11-20 14,2
31,훈련원공원,873,211,2020-11-20 14,2
1,DDP동측(양쪽),20,20,2020-11-20 15,3
2,웃우물공영,79,21,2020-11-20 15,3
3,가양라이품,38,16,2020-11-20 15,3
4,개화산역주차장,322,61,2020-11-20 15,3
5,개화역,483,76,2020-11-20 15,3
6,구로디지털단지역,92,27,2020-11-20 15,3
7,구파발역,399,89,2020-11-20 15,3
8,장안2동,80,34,2020-11-20 15,3
9,동대문공영주차장,1092,867,2020-11-20 15,3
10,마포유수지주차장,505,267,2020-11-20 15,3
11,복정역공영주차장,363,50,2020-11-20 15,3
12,사당노외,184,62,2020-11-20 15,3
13,서린노외주차장,38,7,2020-11-20 15,3
14,세종로,1260,783,2020-11-20 15,3
15,수락산역,157,11,2020-11-20 15,3
16,수서역남,18,0,2020-11-20 15,3
17,수서역북주차장,553,104,2020-11-20 15,3
18,신대방역,60,-1,2020-11-20 15,3
19,신방화역,199,41,2020-11-20 15,3
20,신천유수지주차장,164,52,2020-11-20 15,3
21,영등포구청역,137,28,2020-11-20 15,3
22,용산주차빌딩,561,113,2020-11-20 15,3
23,잠실역주차장,346,93,2020-11-20 15,3
24,적선노외,11,-19,2020-11-20 15,3
25,종묘,1317,225,2020-11-20 15,3
26,천왕역,328,22,2020-11-20 15,3
27,천호역,1432,237,2020-11-20 15,3
28,학여울역,180,63,2020-11-20 15,3
29,한강진역,176,27,2020-11-20 15,3
30,화랑대역주차장,319,10,2020-11-20 15,3
31,훈련원공원,873,217,2020-11-20 15,3
1,DDP동측(양쪽),20,20,2020-11-20 16,2
2,웃우물공영,79,22,2020-11-20 16,2
3,가양라이품,38,14,2020-11-20 16,2
4,개화산역주차장,322,60,2020-11-20 16,2
5,개화역,483,73,2020-11-20 16,2
6,구로디지털단지역,92,23,2020-11-20 16,2
7,구파발역,399,95,2020-11-20 16,2
8,장안2동,80,32,2020-11-20 16,2
9,동대문공영주차장,1092,884,2020-11-20 16,2
10,마포유수지주차장,505,271,2020-11-20 16,2
11,복정역공영주차장,363,68,2020-11-20 16,2
12,사당노외,184,58,2020-11-20 16,2
13,서린노외주차장,38,13,2020-11-20 16,2
14,세종로,1260,812,2020-11-20 16,2
15,수락산역,157,16,2020-11-20 16,2
16,수서역남,18,0,2020-11-20 16,2
17,수서역북주차장,553,125,2020-11-20 16,2
18,신대방역,60,-1,2020-11-20 16,2
19,신방화역,199,37,2020-11-20 16,2
20,신천유수지주차장,164,64,2020-11-20 16,2
21,영등포구청역,137,35,2020-11-20 16,2
22,용산주차빌딩,561,133,2020-11-20 16,2
23,잠실역주차장,346,105,2020-11-20 16,2
24,적선노외,11,-19,2020-11-20 16,2
25,종묘,1317,270,2020-11-20 16,2
26,천왕역,328,37,2020-11-20 16,2
27,천호역,1432,264,2020-11-20 16,2
28,학여울역,180,63,2020-11-20 16,2
29,한강진역,176,44,2020-11-20 16,2
30,화랑대역주차장,319,18,2020-11-20 16,2
31,훈련원공원,873,244,2020-11-20 16,2
1,DDP동측(양쪽),20,20,2020-11-20 17,2
2,웃우물공영,79,19,2020-11-20 17,2
3,가양라이품,38,16,2020-11-20 17,2
4,개화산역주차장,322,72,2020-11-20 17,2
5,개화역,483,68,2020-11-20 17,2
6,구로디지털단지역,92,16,2020-11-20 17,2
7,구파발역,399,105,2020-11-20 17,2
8,장안2동,80,34,2020-11-20 17,2
9,동대문공영주차장,1092,930,2020-11-20 17,2
10,마포유수지주차장,505,267,2020-11-20 17,2
11,복정역공영주차장,363,74,2020-11-20 17,2
12,사당노외,184,42,2020-11-20 17,2
13,서린노외주차장,38,16,2020-11-20 17,2
14,세종로,1260,865,2020-11-20 17,2
15,수락산역,157,19,2020-11-20 17,2
16,수서역남,18,2,2020-11-20 17,2
17,수서역북주차장,553,170,2020-11-20 17,2
18,신대방역,60,13,2020-11-20 17,2
19,신방화역,199,42,2020-11-20 17,2
20,신천유수지주차장,164,76,2020-11-20 17,2
21,영등포구청역,137,33,2020-11-20 17,2
22,용산주차빌딩,561,137,2020-11-20 17,2
23,잠실역주차장,346,132,2020-11-20 17,2
24,적선노외,11,-19,2020-11-20 17,2
25,종묘,1317,305,2020-11-20 17,2
26,천왕역,328,58,2020-11-20 17,2
27,천호역,1432,310,2020-11-20 17,2
28,학여울역,180,70,2020-11-20 17,2
29,한강진역,176,61,2020-11-20 17,2
30,화랑대역주차장,319,31,2020-11-20 17,2
31,훈련원공원,873,304,2020-11-20 17,2
1,DDP동측(양쪽),20,20,2020-11-20 18,1
2,웃우물공영,79,19,2020-11-20 18,1
3,가양라이품,38,20,2020-11-20 18,1
4,개화산역주차장,322,93,2020-11-20 18,1
5,개화역,483,105,2020-11-20 18,1
6,구로디지털단지역,92,8,2020-11-20 18,1
7,구파발역,399,135,2020-11-20 18,1
8,장안2동,80,31,2020-11-20 18,1
9,동대문공영주차장,1092,970,2020-11-20 18,1
10,마포유수지주차장,505,262,2020-11-20 18,1
11,복정역공영주차장,363,96,2020-11-20 18,1
12,사당노외,184,29,2020-11-20 18,1
13,서린노외주차장,38,22,2020-11-20 18,1
14,세종로,1260,912,2020-11-20 18,1
15,수락산역,157,24,2020-11-20 18,1
16,수서역남,18,4,2020-11-20 18,1
17,수서역북주차장,553,286,2020-11-20 18,1
18,신대방역,60,14,2020-11-20 18,1
19,신방화역,199,49,2020-11-20 18,1
20,신천유수지주차장,164,121,2020-11-20 18,1
21,영등포구청역,137,37,2020-11-20 18,1
22,용산주차빌딩,561,166,2020-11-20 18,1
23,잠실역주차장,346,175,2020-11-20 18,1
24,적선노외,11,-15,2020-11-20 18,1
25,종묘,1317,459,2020-11-20 18,1
26,천왕역,328,87,2020-11-20 18,1
27,천호역,1432,384,2020-11-20 18,1
28,학여울역,180,83,2020-11-20 18,1
29,한강진역,176,52,2020-11-20 18,1
30,화랑대역주차장,319,60,2020-11-20 18,1
31,훈련원공원,873,398,2020-11-20 18,1
1,DDP동측(양쪽),20,20,2020-11-20 19,0
2,웃우물공영,79,12,2020-11-20 19,0
3,가양라이품,38,23,2020-11-20 19,0
4,개화산역주차장,322,122,2020-11-20 19,0
5,개화역,483,166,2020-11-20 19,0
6,구로디지털단지역,92,3,2020-11-20 19,0
7,구파발역,399,208,2020-11-20 19,0
8,장안2동,80,19,2020-11-20 19,0
9,동대문공영주차장,1092,948,2020-11-20 19,0
10,마포유수지주차장,505,248,2020-11-20 19,0
11,복정역공영주차장,363,159,2020-11-20 19,0
12,사당노외,184,18,2020-11-20 19,0
13,서린노외주차장,38,28,2020-11-20 19,0
14,세종로,1260,980,2020-11-20 19,0
15,수락산역,157,54,2020-11-20 19,0
16,수서역남,18,9,2020-11-20 19,0
17,수서역북주차장,553,340,2020-11-20 19,0
18,신대방역,60,9,2020-11-20 19,0
19,신방화역,199,67,2020-11-20 19,0
20,신천유수지주차장,164,147,2020-11-20 19,0
21,영등포구청역,137,52,2020-11-20 19,0
22,용산주차빌딩,561,290,2020-11-20 19,0
23,잠실역주차장,346,200,2020-11-20 19,0
24,적선노외,11,-6,2020-11-20 19,0
25,종묘,1317,647,2020-11-20 19,0
26,천왕역,328,164,2020-11-20 19,0
27,천호역,1432,480,2020-11-20 19,0
28,학여울역,180,101,2020-11-20 19,0
29,한강진역,176,52,2020-11-20 19,0
30,화랑대역주차장,319,176,2020-11-20 19,0
31,훈련원공원,873,509,2020-11-20 19,0
1,DDP동측(양쪽),20,20,2020-11-20 20,0
2,웃우물공영,79,10,2020-11-20 20,0
3,가양라이품,38,24,2020-11-20 20,0
4,개화산역주차장,322,134,2020-11-20 20,0
5,개화역,483,242,2020-11-20 20,0
6,구로디지털단지역,92,0,2020-11-20 20,0
7,구파발역,399,268,2020-11-20 20,0
8,장안2동,80,18,2020-11-20 20,0
9,동대문공영주차장,1092,690,2020-11-20 20,0
10,마포유수지주차장,505,238,2020-11-20 20,0
11,복정역공영주차장,363,203,2020-11-20 20,0
12,사당노외,184,6,2020-11-20 20,0
13,서린노외주차장,38,30,2020-11-20 20,0
14,세종로,1260,1038,2020-11-20 20,0
15,수락산역,157,81,2020-11-20 20,0
16,수서역남,18,12,2020-11-20 20,0
17,수서역북주차장,553,362,2020-11-20 20,0
18,신대방역,60,14,2020-11-20 20,0
19,신방화역,199,72,2020-11-20 20,0
20,신천유수지주차장,164,162,2020-11-20 20,0
21,영등포구청역,137,56,2020-11-20 20,0
22,용산주차빌딩,561,339,2020-11-20 20,0
23,잠실역주차장,346,225,2020-11-20 20,0
24,적선노외,11,-9,2020-11-20 20,0
25,종묘,1317,756,2020-11-20 20,0
26,천왕역,328,185,2020-11-20 20,0
27,천호역,1432,487,2020-11-20 20,0
28,학여울역,180,110,2020-11-20 20,0
29,한강진역,176,47,2020-11-20 20,0
30,화랑대역주차장,319,232,2020-11-20 20,0
31,훈련원공원,873,564,2020-11-20 20,0
1,DDP동측(양쪽),20,20,2020-11-20 21,0
2,웃우물공영,79,9,2020-11-20 21,0
3,가양라이품,38,25,2020-11-20 21,0
4,개화산역주차장,322,142,2020-11-20 21,0
5,개화역,483,265,2020-11-20 21,0
6,구로디지털단지역,92,2,2020-11-20 21,0
7,구파발역,399,296,2020-11-20 21,0
8,장안2동,80,19,2020-11-20 21,0
9,동대문공영주차장,1092,479,2020-11-20 21,0
10,마포유수지주차장,505,261,2020-11-20 21,0
11,복정역공영주차장,363,221,2020-11-20 21,0
12,사당노외,184,12,2020-11-20 21,0
13,서린노외주차장,38,32,2020-11-20 21,0
14,세종로,1260,1081,2020-11-20 21,0
15,수락산역,157,89,2020-11-20 21,0
16,수서역남,18,14,2020-11-20 21,0
17,수서역북주차장,553,370,2020-11-20 21,0
18,신대방역,60,15,2020-11-20 21,0
19,신방화역,199,70,2020-11-20 21,0
20,신천유수지주차장,164,171,2020-11-20 21,0
21,영등포구청역,137,67,2020-11-20 21,0
22,용산주차빌딩,561,370,2020-11-20 21,0
23,잠실역주차장,346,258,2020-11-20 21,0
24,적선노외,11,-9,2020-11-20 21,0
25,종묘,1317,803,2020-11-20 21,0
26,천왕역,328,195,2020-11-20 21,0
27,천호역,1432,562,2020-11-20 21,0
28,학여울역,180,115,2020-11-20 21,0
29,한강진역,176,62,2020-11-20 21,0
30,화랑대역주차장,319,247,2020-11-20 21,0
31,훈련원공원,873,593,2020-11-20 21,0
1,DDP동측(양쪽),20,20,2020-11-20 22,0
2,웃우물공영,79,8,2020-11-20 22,0
3,가양라이품,38,24,2020-11-20 22,0
4,개화산역주차장,322,150,2020-11-20 22,0
5,개화역,483,284,2020-11-20 22,0
6,구로디지털단지역,92,4,2020-11-20 22,0
7,구파발역,399,317,2020-11-20 22,0
8,장안2동,80,20,2020-11-20 22,0
9,동대문공영주차장,1092,336,2020-11-20 22,0
10,마포유수지주차장,505,292,2020-11-20 22,0
11,복정역공영주차장,363,236,2020-11-20 22,0
12,사당노외,184,27,2020-11-20 22,0
13,서린노외주차장,38,34,2020-11-20 22,0
14,세종로,1260,1109,2020-11-20 22,0
15,수락산역,157,100,2020-11-20 22,0
16,수서역남,18,13,2020-11-20 22,0
17,수서역북주차장,553,375,2020-11-20 22,0
18,신대방역,60,12,2020-11-20 22,0
19,신방화역,199,71,2020-11-20 22,0
20,신천유수지주차장,164,175,2020-11-20 22,0
21,영등포구청역,137,71,2020-11-20 22,0
22,용산주차빌딩,561,384,2020-11-20 22,0
23,잠실역주차장,346,292,2020-11-20 22,0
24,적선노외,11,-5,2020-11-20 22,0
25,종묘,1317,841,2020-11-20 22,0
26,천왕역,328,214,2020-11-20 22,0
27,천호역,1432,626,2020-11-20 22,0
28,학여울역,180,120,2020-11-20 22,0
29,한강진역,176,85,2020-11-20 22,0
30,화랑대역주차장,319,264,2020-11-20 22,0
31,훈련원공원,873,615,2020-11-20 22,0
1,DDP동측(양쪽),20,20,2020-11-20 23,0
2,웃우물공영,79,6,2020-11-20 23,0
3,가양라이품,38,30,2020-11-20 23,0
4,개화산역주차장,322,157,2020-11-20 23,0
5,개화역,483,303,2020-11-20 23,0
6,구로디지털단지역,92,12,2020-11-20 23,0
7,구파발역,399,335,2020-11-20 23,0
8,장안2동,80,20,2020-11-20 23,0
9,동대문공영주차장,1092,228,2020-11-20 23,0
10,마포유수지주차장,505,322,2020-11-20 23,0
11,복정역공영주차장,363,254,2020-11-20 23,0
12,사당노외,184,49,2020-11-20 23,0
13,서린노외주차장,38,34,2020-11-20 23,0
14,세종로,1260,1129,2020-11-20 23,0
15,수락산역,157,112,2020-11-20 23,0
16,수서역남,18,13,2020-11-20 23,0
17,수서역북주차장,553,382,2020-11-20 23,0
18,신대방역,60,12,2020-11-20 23,0
19,신방화역,199,74,2020-11-20 23,0
20,신천유수지주차장,164,183,2020-11-20 23,0
21,영등포구청역,137,73,2020-11-20 23,0
22,용산주차빌딩,561,396,2020-11-20 23,0
23,잠실역주차장,346,298,2020-11-20 23,0
24,적선노외,11,-1,2020-11-20 23,0
25,종묘,1317,865,2020-11-20 23,0
26,천왕역,328,229,2020-11-20 23,0
27,천호역,1432,708,2020-11-20 23,0
28,학여울역,180,122,2020-11-20 23,0
29,한강진역,176,107,2020-11-20 23,0
30,화랑대역주차장,319,276,2020-11-20 23,0
31,훈련원공원,873,626,2020-11-20 23,0
1,DDP동측(양쪽),20,20,2020-11-21 00,0
2,웃우물공영,79,7,2020-11-21 00,0
3,가양라이품,38,32,2020-11-21 00,0
4,개화산역주차장,322,165,2020-11-21 00,0
5,개화역,483,318,2020-11-21 00,0
6,구로디지털단지역,92,18,2020-11-21 00,0
7,구파발역,399,345,2020-11-21 00,0
8,장안2동,80,19,2020-11-21 00,0
9,동대문공영주차장,1092,174,2020-11-21 00,0
10,마포유수지주차장,505,332,2020-11-21 00,0
11,복정역공영주차장,363,261,2020-11-21 00,0
12,사당노외,184,60,2020-11-21 00,0
13,서린노외주차장,38,34,2020-11-21 00,0
14,세종로,1260,1135,2020-11-21 00,0
15,수락산역,157,118,2020-11-21 00,0
16,수서역남,18,13,2020-11-21 00,0
17,수서역북주차장,553,385,2020-11-21 00,0
18,신대방역,60,11,2020-11-21 00,0
19,신방화역,199,71,2020-11-21 00,0
20,신천유수지주차장,164,186,2020-11-21 00,0
21,영등포구청역,137,73,2020-11-21 00,0
22,용산주차빌딩,561,400,2020-11-21 00,0
23,잠실역주차장,346,307,2020-11-21 00,0
24,적선노외,11,-4,2020-11-21 00,0
25,종묘,1317,879,2020-11-21 00,0
26,천왕역,328,238,2020-11-21 00,0
27,천호역,1432,756,2020-11-21 00,0
28,학여울역,180,125,2020-11-21 00,0
29,한강진역,176,112,2020-11-21 00,0
30,화랑대역주차장,319,278,2020-11-21 00,0
31,훈련원공원,873,635,2020-11-21 00,0
1,DDP동측(양쪽),20,20,2020-11-21 01,-1
2,웃우물공영,79,8,2020-11-21 01,-1
3,가양라이품,38,32,2020-11-21 01,-1
4,개화산역주차장,322,167,2020-11-21 01,-1
5,개화역,483,320,2020-11-21 01,-1
6,구로디지털단지역,92,31,2020-11-21 01,-1
7,구파발역,399,347,2020-11-21 01,-1
8,장안2동,80,18,2020-11-21 01,-1
9,동대문공영주차장,1092,252,2020-11-21 01,-1
10,마포유수지주차장,505,341,2020-11-21 01,-1
11,복정역공영주차장,363,264,2020-11-21 01,-1
12,사당노외,184,74,2020-11-21 01,-1
13,서린노외주차장,38,35,2020-11-21 01,-1
14,세종로,1260,1140,2020-11-21 01,-1
15,수락산역,157,119,2020-11-21 01,-1
16,수서역남,18,13,2020-11-21 01,-1
17,수서역북주차장,553,384,2020-11-21 01,-1
18,신대방역,60,10,2020-11-21 01,-1
19,신방화역,199,73,2020-11-21 01,-1
20,신천유수지주차장,164,186,2020-11-21 01,-1
21,영등포구청역,137,72,2020-11-21 01,-1
22,용산주차빌딩,561,401,2020-11-21 01,-1
23,잠실역주차장,346,308,2020-11-21 01,-1
24,적선노외,11,-3,2020-11-21 01,-1
25,종묘,1317,886,2020-11-21 01,-1
26,천왕역,328,243,2020-11-21 01,-1
27,천호역,1432,787,2020-11-21 01,-1
28,학여울역,180,124,2020-11-21 01,-1
29,한강진역,176,116,2020-11-21 01,-1
30,화랑대역주차장,319,280,2020-11-21 01,-1
31,훈련원공원,873,643,2020-11-21 01,-1
1,DDP동측(양쪽),20,20,2020-11-21 02,-1
2,웃우물공영,79,10,2020-11-21 02,-1
3,가양라이품,38,32,2020-11-21 02,-1
4,개화산역주차장,322,166,2020-11-21 02,-1
5,개화역,483,321,2020-11-21 02,-1
6,구로디지털단지역,92,37,2020-11-21 02,-1
7,구파발역,399,347,2020-11-21 02,-1
8,장안2동,80,19,2020-11-21 02,-1
9,동대문공영주차장,1092,368,2020-11-21 02,-1
10,마포유수지주차장,505,345,2020-11-21 02,-1
11,복정역공영주차장,363,266,2020-11-21 02,-1
12,사당노외,184,85,2020-11-21 02,-1
13,서린노외주차장,38,35,2020-11-21 02,-1
14,세종로,1260,1141,2020-11-21 02,-1
15,수락산역,157,119,2020-11-21 02,-1
16,수서역남,18,13,2020-11-21 02,-1
17,수서역북주차장,553,387,2020-11-21 02,-1
18,신대방역,60,15,2020-11-21 02,-1
19,신방화역,199,73,2020-11-21 02,-1
20,신천유수지주차장,164,186,2020-11-21 02,-1
21,영등포구청역,137,72,2020-11-21 02,-1
22,용산주차빌딩,561,401,2020-11-21 02,-1
23,잠실역주차장,346,308,2020-11-21 02,-1
24,적선노외,11,-3,2020-11-21 02,-1
25,종묘,1317,891,2020-11-21 02,-1
26,천왕역,328,242,2020-11-21 02,-1
27,천호역,1432,801,2020-11-21 02,-1
28,학여울역,180,124,2020-11-21 02,-1
29,한강진역,176,118,2020-11-21 02,-1
30,화랑대역주차장,319,279,2020-11-21 02,-1
31,훈련원공원,873,647,2020-11-21 02,-1
1,DDP동측(양쪽),20,20,2020-11-21 03,-1
2,웃우물공영,79,10,2020-11-21 03,-1
3,가양라이품,38,33,2020-11-21 03,-1
4,개화산역주차장,322,166,2020-11-21 03,-1
5,개화역,483,321,2020-11-21 03,-1
6,구로디지털단지역,92,47,2020-11-21 03,-1
7,구파발역,399,347,2020-11-21 03,-1
8,장안2동,80,19,2020-11-21 03,-1
9,동대문공영주차장,1092,471,2020-11-21 03,-1
10,마포유수지주차장,505,347,2020-11-21 03,-1
11,복정역공영주차장,363,265,2020-11-21 03,-1
12,사당노외,184,90,2020-11-21 03,-1
13,서린노외주차장,38,35,2020-11-21 03,-1
14,세종로,1260,1142,2020-11-21 03,-1
15,수락산역,157,118,2020-11-21 03,-1
16,수서역남,18,13,2020-11-21 03,-1
17,수서역북주차장,553,384,2020-11-21 03,-1
18,신대방역,60,20,2020-11-21 03,-1
19,신방화역,199,74,2020-11-21 03,-1
20,신천유수지주차장,164,186,2020-11-21 03,-1
21,영등포구청역,137,72,2020-11-21 03,-1
22,용산주차빌딩,561,403,2020-11-21 03,-1
23,잠실역주차장,346,308,2020-11-21 03,-1
24,적선노외,11,-3,2020-11-21 03,-1
25,종묘,1317,892,2020-11-21 03,-1
26,천왕역,328,241,2020-11-21 03,-1
27,천호역,1432,809,2020-11-21 03,-1
28,학여울역,180,124,2020-11-21 03,-1
29,한강진역,176,121,2020-11-21 03,-1
30,화랑대역주차장,319,279,2020-11-21 03,-1
31,훈련원공원,873,647,2020-11-21 03,-1
1,DDP동측(양쪽),20,20,2020-11-21 04,-1
2,웃우물공영,79,10,2020-11-21 04,-1
3,가양라이품,38,33,2020-11-21 04,-1
4,개화산역주차장,322,168,2020-11-21 04,-1
5,개화역,483,321,2020-11-21 04,-1
6,구로디지털단지역,92,53,2020-11-21 04,-1
7,구파발역,399,346,2020-11-21 04,-1
8,장안2동,80,19,2020-11-21 04,-1
9,동대문공영주차장,1092,587,2020-11-21 04,-1
10,마포유수지주차장,505,349,2020-11-21 04,-1
11,복정역공영주차장,363,267,2020-11-21 04,-1
12,사당노외,184,100,2020-11-21 04,-1
13,서린노외주차장,38,35,2020-11-21 04,-1
14,세종로,1260,1142,2020-11-21 04,-1
15,수락산역,157,119,2020-11-21 04,-1
16,수서역남,18,13,2020-11-21 04,-1
17,수서역북주차장,553,384,2020-11-21 04,-1
18,신대방역,60,21,2020-11-21 04,-1
19,신방화역,199,76,2020-11-21 04,-1
20,신천유수지주차장,164,186,2020-11-21 04,-1
21,영등포구청역,137,72,2020-11-21 04,-1
22,용산주차빌딩,561,404,2020-11-21 04,-1
23,잠실역주차장,346,308,2020-11-21 04,-1
24,적선노외,11,-4,2020-11-21 04,-1
25,종묘,1317,893,2020-11-21 04,-1
26,천왕역,328,241,2020-11-21 04,-1
27,천호역,1432,824,2020-11-21 04,-1
28,학여울역,180,124,2020-11-21 04,-1
29,한강진역,176,124,2020-11-21 04,-1
30,화랑대역주차장,319,279,2020-11-21 04,-1
31,훈련원공원,873,650,2020-11-21 04,-1
1,DDP동측(양쪽),20,20,2020-11-21 05,-1
2,웃우물공영,79,10,2020-11-21 05,-1
3,가양라이품,38,33,2020-11-21 05,-1
4,개화산역주차장,322,165,2020-11-21 05,-1
5,개화역,483,319,2020-11-21 05,-1
6,구로디지털단지역,92,56,2020-11-21 05,-1
7,구파발역,399,344,2020-11-21 05,-1
8,장안2동,80,19,2020-11-21 05,-1
9,동대문공영주차장,1092,849,2020-11-21 05,-1
10,마포유수지주차장,505,349,2020-11-21 05,-1
11,복정역공영주차장,363,266,2020-11-21 05,-1
12,사당노외,184,103,2020-11-21 05,-1
13,서린노외주차장,38,35,2020-11-21 05,-1
14,세종로,1260,1142,2020-11-21 05,-1
15,수락산역,157,118,2020-11-21 05,-1
16,수서역남,18,12,2020-11-21 05,-1
17,수서역북주차장,553,386,2020-11-21 05,-1
18,신대방역,60,16,2020-11-21 05,-1
19,신방화역,199,76,2020-11-21 05,-1
20,신천유수지주차장,164,187,2020-11-21 05,-1
21,영등포구청역,137,73,2020-11-21 05,-1
22,용산주차빌딩,561,406,2020-11-21 05,-1
23,잠실역주차장,346,308,2020-11-21 05,-1
24,적선노외,11,0,2020-11-21 05,-1
25,종묘,1317,894,2020-11-21 05,-1
26,천왕역,328,243,2020-11-21 05,-1
27,천호역,1432,822,2020-11-21 05,-1
28,학여울역,180,124,2020-11-21 05,-1
29,한강진역,176,124,2020-11-21 05,-1
30,화랑대역주차장,319,282,2020-11-21 05,-1
31,훈련원공원,873,646,2020-11-21 05,-1
1,DDP동측(양쪽),20,20,2020-11-21 06,-1
2,웃우물공영,79,10,2020-11-21 06,-1
3,가양라이품,38,32,2020-11-21 06,-1
4,개화산역주차장,322,162,2020-11-21 06,-1
5,개화역,483,315,2020-11-21 06,-1
6,구로디지털단지역,92,59,2020-11-21 06,-1
7,구파발역,399,340,2020-11-21 06,-1
8,장안2동,80,20,2020-11-21 06,-1
9,동대문공영주차장,1092,964,2020-11-21 06,-1
10,마포유수지주차장,505,349,2020-11-21 06,-1
11,복정역공영주차장,363,263,2020-11-21 06,-1
12,사당노외,184,103,2020-11-21 06,-1
13,서린노외주차장,38,35,2020-11-21 06,-1
14,세종로,1260,1144,2020-11-21 06,-1
15,수락산역,157,117,2020-11-21 06,-1
16,수서역남,18,10,2020-11-21 06,-1
17,수서역북주차장,553,391,2020-11-21 06,-1
18,신대방역,60,14,2020-11-21 06,-1
19,신방화역,199,73,2020-11-21 06,-1
20,신천유수지주차장,164,187,2020-11-21 06,-1
21,영등포구청역,137,71,2020-11-21 06,-1
22,용산주차빌딩,561,407,2020-11-21 06,-1
23,잠실역주차장,346,306,2020-11-21 06,-1
24,적선노외,11,1,2020-11-21 06,-1
25,종묘,1317,898,2020-11-21 06,-1
26,천왕역,328,236,2020-11-21 06,-1
27,천호역,1432,828,2020-11-21 06,-1
28,학여울역,180,124,2020-11-21 06,-1
29,한강진역,176,123,2020-11-21 06,-1
30,화랑대역주차장,319,274,2020-11-21 06,-1
31,훈련원공원,873,643,2020-11-21 06,-1
1,DDP동측(양쪽),20,20,2020-11-21 07,0
2,웃우물공영,79,9,2020-11-21 07,0
3,가양라이품,38,31,2020-11-21 07,0
4,개화산역주차장,322,160,2020-11-21 07,0
5,개화역,483,308,2020-11-21 07,0
6,구로디지털단지역,92,57,2020-11-21 07,0
7,구파발역,399,330,2020-11-21 07,0
8,장안2동,80,17,2020-11-21 07,0
9,동대문공영주차장,1092,985,2020-11-21 07,0
10,마포유수지주차장,505,344,2020-11-21 07,0
11,복정역공영주차장,363,261,2020-11-21 07,0
12,사당노외,184,103,2020-11-21 07,0
13,서린노외주차장,38,35,2020-11-21 07,0
14,세종로,1260,1141,2020-11-21 07,0
15,수락산역,157,117,2020-11-21 07,0
16,수서역남,18,8,2020-11-21 07,0
17,수서역북주차장,553,385,2020-11-21 07,0
18,신대방역,60,15,2020-11-21 07,0
19,신방화역,199,74,2020-11-21 07,0
20,신천유수지주차장,164,188,2020-11-21 07,0
21,영등포구청역,137,74,2020-11-21 07,0
22,용산주차빌딩,561,407,2020-11-21 07,0
23,잠실역주차장,346,305,2020-11-21 07,0
24,적선노외,11,2,2020-11-21 07,0
25,종묘,1317,883,2020-11-21 07,0
26,천왕역,328,233,2020-11-21 07,0
27,천호역,1432,812,2020-11-21 07,0
28,학여울역,180,121,2020-11-21 07,0
29,한강진역,176,123,2020-11-21 07,0
30,화랑대역주차장,319,272,2020-11-21 07,0
31,훈련원공원,873,613,2020-11-21 07,0
1,DDP동측(양쪽),20,20,2020-11-21 08,0
2,웃우물공영,79,10,2020-11-21 08,0
3,가양라이품,38,32,2020-11-21 08,0
4,개화산역주차장,322,157,2020-11-21 08,0
5,개화역,483,304,2020-11-21 08,0
6,구로디지털단지역,92,61,2020-11-21 08,0
7,구파발역,399,319,2020-11-21 08,0
8,장안2동,80,18,2020-11-21 08,0
9,동대문공영주차장,1092,999,2020-11-21 08,0
10,마포유수지주차장,505,345,2020-11-21 08,0
11,복정역공영주차장,363,259,2020-11-21 08,0
12,사당노외,184,105,2020-11-21 08,0
13,서린노외주차장,38,36,2020-11-21 08,0
14,세종로,1260,1142,2020-11-21 08,0
15,수락산역,157,105,2020-11-21 08,0
16,수서역남,18,6,2020-11-21 08,0
17,수서역북주차장,553,380,2020-11-21 08,0
18,신대방역,60,15,2020-11-21 08,0
19,신방화역,199,77,2020-11-21 08,0
20,신천유수지주차장,164,183,2020-11-21 08,0
21,영등포구청역,137,74,2020-11-21 08,0
22,용산주차빌딩,561,407,2020-11-21 08,0
23,잠실역주차장,346,301,2020-11-21 08,0
24,적선노외,11,-1,2020-11-21 08,0
25,종묘,1317,858,2020-11-21 08,0
26,천왕역,328,234,2020-11-21 08,0
27,천호역,1432,813,2020-11-21 08,0
28,학여울역,180,120,2020-11-21 08,0
29,한강진역,176,119,2020-11-21 08,0
30,화랑대역주차장,319,259,2020-11-21 08,0
31,훈련원공원,873,581,2020-11-21 08,0
1,DDP동측(양쪽),20,20,2020-11-21 09,1
2,웃우물공영,79,10,2020-11-21 09,1
3,가양라이품,38,32,2020-11-21 09,1
4,개화산역주차장,322,153,2020-11-21 09,1
5,개화역,483,288,2020-11-21 09,1
6,구로디지털단지역,92,59,2020-11-21 09,1
